video_id,title,url,channel,duration_seconds,duration_string,view_count,publish_date,playlist_id,playlist_title,thumbnail_url,content_type,availability,live_status,description,refs_hint,primary_category,secondary_categories,classification_confidence,classification_rationale,classification_model,classification_prompt_version,classified_at,audit_status,audit_reviewer,audit_notes,audit_timestamp,proposed_categories
jvM4jIzI-hM,مناقشة كتاب العاقل ليوفال نوح هراري مع السيدة سهيلة مصطفى - الجزء الثاني  [231],https://www.youtube.com/watch?v=jvM4jIzI-hM,of_science_and_superstition,6441,1:47:21,15000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/jvM4jIzI-hM/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAX3tkPI_1Udbc-txgdd03cP-5X2Q,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
5-r6u3Fctv8,مناقشة كتاب العاقل ليوفال نوح هراري مع السيدة سهيلة مصطفى - الجزء الاول  [230],https://www.youtube.com/watch?v=5-r6u3Fctv8,of_science_and_superstition,7107,1:58:27,33000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/5-r6u3Fctv8/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDrIL0AhHr2myzxcBhwVH0sl4a8Jg,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
m8FKjyp7qok,حكايتى مع الايمان - لقاء مع السيدة سهيلة مصطفى [229],https://www.youtube.com/watch?v=m8FKjyp7qok,of_science_and_superstition,7937,2:12:17,25000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/m8FKjyp7qok/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDL6-gWLZXJ_ek1Rf5_Np9P3_COoQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
pce9v8pWxWw,خواطر عن اللاادرية [228],https://www.youtube.com/watch?v=pce9v8pWxWw,of_science_and_superstition,548,9:08,30000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/pce9v8pWxWw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDYI64mm6bdoBFZEyirgyXUU0b7Wg,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
8XINJx69FV8,لقاء مع ارنست وليم في موضوع الذكورة والانوثة بين البايولوجي والثقافة العامة  [227],https://www.youtube.com/watch?v=8XINJx69FV8,of_science_and_superstition,7718,2:08:38,11000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/8XINJx69FV8/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBW3ULp9bDCRPvb_Xd6k8b7J7UKiA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
pT_Gv4ltwiU,[قراءة للتعليقات - 11  [227,https://www.youtube.com/watch?v=pT_Gv4ltwiU,of_science_and_superstition,1946,32:26,9300,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/pT_Gv4ltwiU/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhDIGUoYjAP&rs=AOn4CLACSGxH1O50Zo8jDJRx8MSRBtzBfA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
RYyi563IK6s,[226] مناقشة كتاب قابل للفساد: من يحصل على السلطة وكيف يغيرنا مع شادي خلوف,https://www.youtube.com/watch?v=RYyi563IK6s,of_science_and_superstition,5560,1:32:40,18000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/RYyi563IK6s/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLACZuFaYWPt-xVXTT1W0k2z2igZ2A,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
5mFFhujq2WQ,[225] كيف نتحقق من القصص والحوادث الخارقة للطبيعة؟,https://www.youtube.com/watch?v=5mFFhujq2WQ,of_science_and_superstition,589,9:49,11000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/5mFFhujq2WQ/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCQU82naGCmDI8Tvw7Xn0f1wY6LGA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
XWMdYD6LY8w,كيف نسيطر على الشعور بالألم؟ [224],https://www.youtube.com/watch?v=XWMdYD6LY8w,of_science_and_superstition,781,13:01,21000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/XWMdYD6LY8w/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDGpVllIbv-ueSs3GBcFZ1lGi4mpA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
WKr_PEBakBM,نظرية اللعبة وتطبيقها في العلوم الطبيعية والسياسية [223],https://www.youtube.com/watch?v=WKr_PEBakBM,of_science_and_superstition,896,14:56,20000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/WKr_PEBakBM/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBK_m3wBMJaeooHT2utQ-ry6Cjrcw,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
_Q94UQ0B3Vo,كيف تعمل الذاكرة داخل الدماغ؟ [222],https://www.youtube.com/watch?v=_Q94UQ0B3Vo,of_science_and_superstition,1094,18:14,32000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/_Q94UQ0B3Vo/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5CuOV58SyFwbBkZmU6lqSc-6toA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
gDQdDNvRnkc,اين ينشأ الوعي البدائي في الدماغ ؟  [221],https://www.youtube.com/watch?v=gDQdDNvRnkc,of_science_and_superstition,890,14:50,15000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/gDQdDNvRnkc/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAiuNZLAHQoWkETanbPeHmmzC9jEw,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
js1wBoCHybk,تأثير كيميائية الدماغ على الاحلام [220],https://www.youtube.com/watch?v=js1wBoCHybk,of_science_and_superstition,812,13:32,27000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/js1wBoCHybk/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC4slrcd_M5fgwqZs6_oYa6R0i3MQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
P2ev6BH200U,[219] مع الأستاذ هاني - لماذا يؤمن الناس بنظريات المؤامرة؟,https://www.youtube.com/watch?v=P2ev6BH200U,of_science_and_superstition,6058,1:40:58,7600,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/P2ev6BH200U/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAi9VVEgXSDaKc95h8UwLRZfWpweA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
OJfLPW88EV4,الاسقاط اللاشعوري في علم النفس [218],https://www.youtube.com/watch?v=OJfLPW88EV4,of_science_and_superstition,773,12:53,12000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/OJfLPW88EV4/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDjHfCPJ7HPQVezzMYB4EiFACOeCQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
DbgcBd-5Iu8,[قراءة للتعليقات - 10  [217,https://www.youtube.com/watch?v=DbgcBd-5Iu8,of_science_and_superstition,1972,32:52,10000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/DbgcBd-5Iu8/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDfQdWVbIt2nq7s1lE0Vf0esjhutg,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
p8exvp_wa-U,[216] مناقشة كتاب التفكير السريع والبطئ عن ميكانيكية اتخاذ القرار في الدماغ مع شادي خلوف,https://www.youtube.com/watch?v=p8exvp_wa-U,of_science_and_superstition,7000,1:56:40,40000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/p8exvp_wa-U/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBMCTkOkE38Uv-WWcHZoFzggdfxBQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
j1zgYw2pXo0,[215] الحق بين القوة والعدل,https://www.youtube.com/watch?v=j1zgYw2pXo0,of_science_and_superstition,533,8:53,9400,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/j1zgYw2pXo0/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBEQ1xZikWlmOlyETQ7P_IQ2Upuqg,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
YfMqh92aoHw,فوائد و اضرار العلاج بالطب الشعبي  [214],https://www.youtube.com/watch?v=YfMqh92aoHw,of_science_and_superstition,850,14:10,3600,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/YfMqh92aoHw/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDUq2B3udreSnwItobHwcSQlpyeVw,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
6zDuhVWYl7I,[213] التنجيم والابراج في التاريخ والعلم,https://www.youtube.com/watch?v=6zDuhVWYl7I,of_science_and_superstition,832,13:52,12000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/6zDuhVWYl7I/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLANwTn4r5xek-e7q1s4iBB2Lj7Vew,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
bb5uTAJO5pU,تطور الطريقة العلمية للمعرفة في الفلسفة  - ٢ -  الفلسفة التجريبية  [212],https://www.youtube.com/watch?v=bb5uTAJO5pU,of_science_and_superstition,980,16:20,8300,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/bb5uTAJO5pU/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB3o2XpqXxs-XZ-25URf5ls2wttKA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
M7H-Sefomls,تطور الطريقة العلمية للمعرفة في الفلسفة  - ١ -  الفلسفة الاغريقية  [211],https://www.youtube.com/watch?v=M7H-Sefomls,of_science_and_superstition,647,10:47,4700,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/M7H-Sefomls/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA1bvW2JsImQhmow9t8T2ZbGYFIsw,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
SppuIsMhFu8,Chromosome Replication Errors and Their Impact on Body Development [210],https://www.youtube.com/watch?v=SppuIsMhFu8,of_science_and_superstition,655,10:55,9400,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/SppuIsMhFu8/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCDS1o3DVXFKDXVqaX3qFjPVm8OTg,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
t8R50dgTDUM,مبدأ انبثاق الانظمة من انظمة اخرى [209],https://www.youtube.com/watch?v=t8R50dgTDUM,of_science_and_superstition,660,11:00,6500,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/t8R50dgTDUM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZNx-9e87_en8AgWrECIZFIbdMXg,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
lKEXXqsQXuM,Competition Between Living Organisms - Is There a Natural Balance? [208],https://www.youtube.com/watch?v=lKEXXqsQXuM,of_science_and_superstition,687,11:27,10000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/lKEXXqsQXuM/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAICMtEPk80OCtNvLVSTffq0cL8Zw,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
JHwfZRHM8EY,[207] مايكروجليا - سلاح ذو حدين داخل الدماغ,https://www.youtube.com/watch?v=JHwfZRHM8EY,of_science_and_superstition,722,12:02,15000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/JHwfZRHM8EY/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBLXHG7CtgulimVFuVbdbW-__u-qg,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
J6J8hx4HOyk,[206] مدخل الى الفلسفة الوجودية - ٣ - عبثية الحياة,https://www.youtube.com/watch?v=J6J8hx4HOyk,of_science_and_superstition,650,10:50,63000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/J6J8hx4HOyk/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD2vKXs_1oDpis4qhAbUsqIkP-FLA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
gImfbGkkxmU,[205] لقاء مع شادي خلوف - مناقشة كتاب رأس المال كارل ماركس,https://www.youtube.com/watch?v=gImfbGkkxmU,of_science_and_superstition,6984,1:56:24,44000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/gImfbGkkxmU/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA-P_FT2N4dzzyZrxfTbtlW8vJeLQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
Hdt1qsV-v4U,خواطر عن الظلم والعدالة الالهية  [204],https://www.youtube.com/watch?v=Hdt1qsV-v4U,of_science_and_superstition,821,13:41,25000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/Hdt1qsV-v4U/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB1AwWdXTihsBoM9yA_4d_eVHssjw,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
hT_5CmTkOrs,تعليق على فيديو البغاء في التاريخ والمجتمع  [203],https://www.youtube.com/watch?v=hT_5CmTkOrs,of_science_and_superstition,403,6:43,5300,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/hT_5CmTkOrs/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCj1K0Bg2QH_LYl-78DI444ig_GKQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
IjoXgsy7_dk,البغاء في التاريخ والمجتمع [202],https://www.youtube.com/watch?v=IjoXgsy7_dk,of_science_and_superstition,1070,17:50,21000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/IjoXgsy7_dk/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDbuUq1iUG4oyIj2bz2375aL6-Dng,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
kYZgXWuH77k,حوار مع ياسر - الاحتمالات الممكنة لمستقبل الارض و الانسان العاقل [201],https://www.youtube.com/watch?v=kYZgXWuH77k,of_science_and_superstition,5298,1:28:18,26000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/kYZgXWuH77k/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC_4-U-w7gotYpK7DlrFNylJMbixA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
qhnya30bW2s,لقاء مع ياسر عن المغالطات المنطقية [200],https://www.youtube.com/watch?v=qhnya30bW2s,of_science_and_superstition,4748,1:19:08,41000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/qhnya30bW2s/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCu4C9IVzWYGcfTPGyWkBDqX98o-w,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
gLHjWzLO_fo,[قراءة للتعليقات - 9  [199,https://www.youtube.com/watch?v=gLHjWzLO_fo,of_science_and_superstition,2424,40:24,8600,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/gLHjWzLO_fo/hqdefault.jpg?sqp=-oaymwE2COADEI4CSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhlIGUoWzAP&rs=AOn4CLBXhgrUGPEYeckuTxInMfneoxhhZw,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
krSxXDdVkUw,[198] الكمبيوتر الكمي - كيف يعمل وما هي التطبيقات العملية؟,https://www.youtube.com/watch?v=krSxXDdVkUw,of_science_and_superstition,661,11:01,36000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/krSxXDdVkUw/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDkPsfzGn05b33qHvUYcXwOSxiVIA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
pJmqcnLI0nM,لقاء مع الاستاذ شادي خلوف - مناقشة كتاب سيكولوجيا الجماهير - التحكم الاجتماعي [197],https://www.youtube.com/watch?v=pJmqcnLI0nM,of_science_and_superstition,5829,1:37:09,46000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/pJmqcnLI0nM/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4E9GZVLpEHVugFPrHRQbXOUEpFA,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
uLgKvkQExqA,[196] لقاء مع الاستاذ هاني: الفيزياء الكمية-  عمل مخيف عن بعد أم طاقة الوعي الكوني؟,https://www.youtube.com/watch?v=uLgKvkQExqA,of_science_and_superstition,6438,1:47:18,15000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/uLgKvkQExqA/hqdefault.jpg?sqp=-oaymwE2COADEI4CSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARh_IDkoQjAP&rs=AOn4CLABpQW5Ku9pQg0nJT6xh4hVBqGlOQ,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
5-i_qpRuQrc,تأثير القصة على الثقافة الانسانية [195],https://www.youtube.com/watch?v=5-i_qpRuQrc,of_science_and_superstition,918,15:18,9200,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/5-i_qpRuQrc/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCTSJQgfuGoov6wDBUvah3dgeCG5g,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
rzIpCHHDYZA,[194] مدخل الى الفلسفة البراغماتية,https://www.youtube.com/watch?v=rzIpCHHDYZA,of_science_and_superstition,1062,17:42,70000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/rzIpCHHDYZA/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAA95lJQs6BauDjk4LUSM3u5uBk4A,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
5_OdWD2qWQQ,[قراءة للتعليقات - 8  [193,https://www.youtube.com/watch?v=5_OdWD2qWQQ,of_science_and_superstition,2425,40:25,17000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/5_OdWD2qWQQ/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhgIEkoZTAP&rs=AOn4CLCnfLeAwaiAo2BK9JC7r2w8M3Gcvw,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
Er9qVx-DFlE,فلسفة اللاإنجاب [192],https://www.youtube.com/watch?v=Er9qVx-DFlE,of_science_and_superstition,710,11:50,115000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/Er9qVx-DFlE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBCXuL-oE-v7n07llUswlkbaLUmrg,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
QlEkDucc_0o,فلسفة القسوة [191],https://www.youtube.com/watch?v=QlEkDucc_0o,of_science_and_superstition,571,9:31,38000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/QlEkDucc_0o/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBLxAq9C4PRIzWmgLBA46ZJXsRKxw,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
qfOsTypLcSo,[190]  تاريخ وتطور فكرة الزواج,https://www.youtube.com/watch?v=qfOsTypLcSo,of_science_and_superstition,793,13:13,56000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/qfOsTypLcSo/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDZwxSp3rTFgz3VK_U2oW48FWlE0Q,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
ALvI5KiLXlA,[قراءة للتعليقات - 7  [189,https://www.youtube.com/watch?v=ALvI5KiLXlA,of_science_and_superstition,2553,42:33,12000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/ALvI5KiLXlA/hqdefault.jpg?sqp=-oaymwE2COADEI4CSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhkIGQoZDAP&rs=AOn4CLArm0p5qb373c-dabwlxgGzDr30Zg,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
93APuNkZAQw,[188] هل نعيش داخل برنامج كمبيوتر؟,https://www.youtube.com/watch?v=93APuNkZAQw,of_science_and_superstition,693,11:33,34000,2026-09-10T01:22:13,UCGbERG1PdZe8qxWQg5QttWA,بين العلم و الخرافة  Of Science and Superstition - Videos,https://i.ytimg.com/vi/93APuNkZAQw/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-41Rx_oZAxBWzQ4kKPbxM04tJ_w,video,,,,,عام / متنوع,,0.0,,,,,pending,,,,
